"Report date","Week #","Week ","DC","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19","","Week","1990 Recession","2001 Recession","Great Recession","COVID-19"
"35504.0","10.0","35497.0","578.0","","","","","","","","","","","",""
"35511.0","11.0","35504.0","575.0","","","","","","","","","","","",""
"35518.0","12.0","35511.0","453.0","","","","","","","","","","","",""
"35525.0","13.0","35518.0","621.0","","","","","","","","","","","",""
"35532.0","14.0","35525.0","646.0","","","","","","","","","","","",""
"35539.0","15.0","35532.0","485.0","","","","","","","","","","","",""
"35546.0","16.0","35539.0","445.0","","","","","","","","","","","",""
"35553.0","17.0","35546.0","524.0","","","","","","","","","","","",""
"35560.0","18.0","35553.0","495.0","","","","","","","","","","","",""
"35567.0","19.0","35560.0","530.0","","","","","","","","","","","",""
"35574.0","20.0","35567.0","565.0","","","","","","","","","","","",""
"35581.0","21.0","35574.0","333.0","","","","","","","","","","","",""
"35588.0","22.0","35581.0","565.0","","","","","","","","","","","",""
"35595.0","23.0","35588.0","427.0","","","","","","","","","","","",""
"35602.0","24.0","35595.0","533.0","","","","","","","","","","","",""
"35609.0","25.0","35602.0","658.0","","","","","","","","","","","",""
"35616.0","26.0","35609.0","1689.0","","","","","","","","","","","",""
"35623.0","27.0","35616.0","1130.0","","","","","","","","","","","",""
"35630.0","28.0","35623.0","864.0","","","","","","","","","","","",""
"35637.0","29.0","35630.0","719.0","","","","","","","","","","","",""
"35644.0","30.0","35637.0","604.0","","","","","","","","","","","",""
"35651.0","31.0","35644.0","698.0","","","","","","","","","","","",""
"35658.0","32.0","35651.0","691.0","","","","","","","","","","","",""
"35665.0","33.0","35658.0","641.0","","","","","","","","","","","",""
"35672.0","34.0","35665.0","601.0","","","","","","","","","","","",""
"35679.0","35.0","35672.0","548.0","","","","","","","","","","","",""
"35686.0","36.0","35679.0","622.0","","","","","","","","","","","",""
"35693.0","37.0","35686.0","483.0","","","","","","","","","","","",""
"35700.0","38.0","35693.0","448.0","","","","","","","","","","","",""
"35707.0","39.0","35700.0","609.0","","","","","","","","","","","",""
"35714.0","40.0","35707.0","690.0","","","","","","","","","","","",""
"35721.0","41.0","35714.0","496.0","","","","","","","","","","","",""
"35728.0","42.0","35721.0","630.0","","","","","","","","","","","",""
"35735.0","43.0","35728.0","484.0","","","","","","","","","","","",""
"35742.0","44.0","35735.0","593.0","","","","","","","","","","","",""
"35749.0","45.0","35742.0","458.0","","","","","","","","","","","",""
"35756.0","46.0","35749.0","590.0","","","","","","","","","","","",""
"35763.0","47.0","35756.0","419.0","","","","","","","","","","","",""
"35770.0","48.0","35763.0","606.0","","","","","","","","","","","",""
"35777.0","49.0","35770.0","561.0","","","","","","","","","","","",""
"35784.0","50.0","35777.0","687.0","","","","","","","","","","","",""
"35791.0","51.0","35784.0","368.0","","","","","","","","","","","",""
"35798.0","52.0","35791.0","376.0","","","","","","","","","","","",""
"35805.0","1.0","35798.0","731.0","","","","","","","","","","","",""
"35812.0","2.0","35805.0","748.0","","","","","","","","","","","",""
"35819.0","3.0","35812.0","529.0","","","","","","","","","","","",""
"35826.0","4.0","35819.0","711.0","","","","","","","","","","","",""
"35833.0","5.0","35826.0","800.0","","","","","","","","","","","",""
"35840.0","6.0","35833.0","587.0","","","","","","","","","","","",""
"35847.0","7.0","35840.0","486.0","","","","","","","","","","","",""
"35854.0","8.0","35847.0","552.0","","","","","","","","","","","",""
"35861.0","9.0","35854.0","535.0","","","","","","","","","","","",""
"35868.0","10.0","35861.0","482.0","","","","","","","","","","","",""
"35875.0","11.0","35868.0","534.0","","","","","","","","","","","",""
"35882.0","12.0","35875.0","429.0","","","","","","","","","","","",""
"35889.0","13.0","35882.0","419.0","","","","","","","","","","","",""
"35896.0","14.0","35889.0","456.0","","","","","","","","","","","",""
"35903.0","15.0","35896.0","412.0","","","","","","","","","","","",""
"35910.0","16.0","35903.0","419.0","","","","","","","","","","","",""
"35917.0","17.0","35910.0","411.0","","","","","","","","","","","",""
"35924.0","18.0","35917.0","484.0","","","","","","","","","","","",""
"35931.0","19.0","35924.0","494.0","","","","","","","","","","","",""
"35938.0","20.0","35931.0","478.0","","","","","","","","","","","",""
"35945.0","21.0","35938.0","409.0","","","","","","","","","","","",""
"35952.0","22.0","35945.0","502.0","","","","","","","","","","","",""
"35959.0","23.0","35952.0","576.0","","","","","","","","","","","",""
"35966.0","24.0","35959.0","673.0","","","","","","","","","","","",""
"35973.0","25.0","35966.0","545.0","","","","","","","","","","","",""
"35980.0","26.0","35973.0","798.0","","","","","","","","","","","",""
"35987.0","27.0","35980.0","1209.0","","","","","","","","","","","",""
"35994.0","28.0","35987.0","649.0","","","","","","","","","","","",""
"36001.0","29.0","35994.0","716.0","","","","","","","","","","","",""
"36008.0","30.0","36001.0","552.0","","","","","","","","","","","",""
"36015.0","31.0","36008.0","602.0","","","","","","","","","","","",""
"36022.0","32.0","36015.0","597.0","","","","","","","","","","","",""
"36029.0","33.0","36022.0","646.0","","","","","","","","","","","",""
"36036.0","34.0","36029.0","506.0","","","","","","","","","","","",""
"36043.0","35.0","36036.0","507.0","","","","","","","","","","","",""
"36050.0","36.0","36043.0","328.0","","","","","","","","","","","",""
"36057.0","37.0","36050.0","564.0","","","","","","","","","","","",""
"36064.0","38.0","36057.0","407.0","","","","","","","","","","","",""
"36071.0","39.0","36064.0","410.0","","","","","","","","","","","",""
"36078.0","40.0","36071.0","503.0","","","","","","","","","","","",""
"36085.0","41.0","36078.0","418.0","","","","","","","","","","","",""
"36092.0","42.0","36085.0","412.0","","","","","","","","","","","",""
"36099.0","43.0","36092.0","482.0","","","","","","","","","","","",""
"36106.0","44.0","36099.0","627.0","","","","","","","","","","","",""
"36113.0","45.0","36106.0","445.0","","","","","","","","","","","",""
"36120.0","46.0","36113.0","614.0","","","","","","","","","","","",""
"36127.0","47.0","36120.0","414.0","","","","","","","","","","","",""
"36134.0","48.0","36127.0","604.0","","","","","","","","","","","",""
"36141.0","49.0","36134.0","622.0","","","","","","","","","","","",""
"36148.0","50.0","36141.0","506.0","","","","","","","","","","","",""
"36155.0","51.0","36148.0","419.0","","","","","","","","","","","",""
"36162.0","52.0","36155.0","315.0","","","","","","","","","","","",""
"36169.0","1.0","36162.0","628.0","","","","","","","","","","","",""
"36176.0","2.0","36169.0","642.0","","","","","","","","","","","",""
"36183.0","3.0","36176.0","580.0","","","","","","","","","","","",""
"36190.0","4.0","36183.0","789.0","","","","","","","","","","","",""
"36197.0","5.0","36190.0","602.0","","","","","","","","","","","",""
"36204.0","6.0","36197.0","578.0","","","","","","","","","","","",""
"36211.0","7.0","36204.0","420.0","","","","","","","","","","","",""
"36218.0","8.0","36211.0","456.0","","","","","","","","","","","",""
"36225.0","9.0","36218.0","469.0","","","","","","","","","","","",""
"36232.0","10.0","36225.0","404.0","","","","","","","","","","","",""
"36239.0","11.0","36232.0","460.0","","","","","","","","","","","",""
"36246.0","12.0","36239.0","424.0","","","","","","","","","","","",""
"36253.0","13.0","36246.0","408.0","","","","","","","","","","","",""
"36260.0","14.0","36253.0","512.0","","","","","","","","","","","",""
"36267.0","15.0","36260.0","512.0","","","","","","","","","","","",""
"36274.0","16.0","36267.0","351.0","","","","","","","","","","","",""
"36281.0","17.0","36274.0","436.0","","","","","","","","","","","",""
"36288.0","18.0","36281.0","457.0","","","","","","","","","","","",""
"36295.0","19.0","36288.0","527.0","","","","","","","","","","","",""
"36302.0","20.0","36295.0","465.0","","","","","","","","","","","",""
"36309.0","21.0","36302.0","429.0","","","","","","","","","","","",""
"36316.0","22.0","36309.0","381.0","","","","","","","","","","","",""
"36323.0","23.0","36316.0","412.0","","","","","","","","","","","",""
"36330.0","24.0","36323.0","708.0","","","","","","","","","","","",""
"36337.0","25.0","36330.0","712.0","","","","","","","","","","","",""
"36344.0","26.0","36337.0","577.0","","","","","","","","","","","",""
"36351.0","27.0","36344.0","469.0","","","","","","","","","","","",""
"36358.0","28.0","36351.0","673.0","","","","","","","","","","","",""
"36365.0","29.0","36358.0","599.0","","","","","","","","","","","",""
"36372.0","30.0","36365.0","454.0","","","","","","","","","","","",""
"36379.0","31.0","36372.0","565.0","","","","","","","","","","","",""
"36386.0","32.0","36379.0","593.0","","","","","","","","","","","",""
"36393.0","33.0","36386.0","481.0","","","","","","","","","","","",""
"36400.0","34.0","36393.0","465.0","","","","","","","","","","","",""
"36407.0","35.0","36400.0","459.0","","","","","","","","","","","",""
"36414.0","36.0","36407.0","390.0","","","","","","","","","","","",""
"36421.0","37.0","36414.0","388.0","","","","","","","","","","","",""
"36428.0","38.0","36421.0","457.0","","","","","","","","","","","",""
"36435.0","39.0","36428.0","328.0","","","","","","","","","","","",""
"36442.0","40.0","36435.0","531.0","","","","","","","","","","","",""
"36449.0","41.0","36442.0","362.0","","","","","","","","","","","",""
"36456.0","42.0","36449.0","525.0","","","","","","","","","","","",""
"36463.0","43.0","36456.0","441.0","","","","","","","","","","","",""
"36470.0","44.0","36463.0","360.0","","","","","","","","","","","",""
"36477.0","45.0","36470.0","380.0","","","","","","","","","","","",""
"36484.0","46.0","36477.0","439.0","","","","","","","","","","","",""
"36491.0","47.0","36484.0","378.0","","","","","","","","","","","",""
"36498.0","48.0","36491.0","511.0","","","","","","","","","","","",""
"36505.0","49.0","36498.0","547.0","","","","","","","","","","","",""
"36512.0","50.0","36505.0","487.0","","","","","","","","","","","",""
"36519.0","51.0","36512.0","488.0","","","","","","","","","","","",""
"36526.0","52.0","36519.0","329.0","","","","","","","","","","","",""
"36533.0","1.0","36526.0","421.0","","","","","","","","","","","",""
"36540.0","2.0","36533.0","517.0","","","","","","","","","","","",""
"36547.0","3.0","36540.0","403.0","","","","","","","","","","","",""
"36554.0","4.0","36547.0","369.0","","","","","","","","","","","",""
"36561.0","5.0","36554.0","587.0","","","","","","","","","","","",""
"36568.0","6.0","36561.0","514.0","","","","","","","","","","","",""
"36575.0","7.0","36568.0","489.0","","","","","","","","","","","",""
"36582.0","8.0","36575.0","353.0","","","","","","","","","","","",""
"36589.0","9.0","36582.0","408.0","","","","","","","","","","","",""
"36596.0","10.0","36589.0","369.0","","","","","","","","","","","",""
"36603.0","11.0","36596.0","330.0","","","","","","","","","","","",""
"36610.0","12.0","36603.0","411.0","","","","","","","","","","","",""
"36617.0","13.0","36610.0","317.0","","","","","","","","","","","",""
"36624.0","14.0","36617.0","438.0","","","","","","","","","","","",""
"36631.0","15.0","36624.0","367.0","","","","","","","","","","","",""
"36638.0","16.0","36631.0","255.0","","","","","","","","","","","",""
"36645.0","17.0","36638.0","291.0","","","","","","","","","","","",""
"36652.0","18.0","36645.0","298.0","","","","","","","","","","","",""
"36659.0","19.0","36652.0","387.0","","","","","","","","","","","",""
"36666.0","20.0","36659.0","392.0","","","","","","","","","","","",""
"36673.0","21.0","36666.0","354.0","","","","","","","","","","","",""
"36680.0","22.0","36673.0","361.0","","","","","","","","","","","",""
"36687.0","23.0","36680.0","417.0","","","","","","","","","","","",""
"36694.0","24.0","36687.0","366.0","","","","","","","","","","","",""
"36701.0","25.0","36694.0","405.0","","","","","","","","","","","",""
"36708.0","26.0","36701.0","353.0","","","","","","","","","","","",""
"36715.0","27.0","36708.0","333.0","","","","","","","","","","","",""
"36722.0","28.0","36715.0","394.0","","","","","","","","","","","",""
"36729.0","29.0","36722.0","444.0","","","","","","","","","","","",""
"36736.0","30.0","36729.0","346.0","","","","","","","","","","","",""
"36743.0","31.0","36736.0","372.0","","","","","","","","","","","",""
"36750.0","32.0","36743.0","453.0","","","","","","","","","","","",""
"36757.0","33.0","36750.0","401.0","","","","","","","","","","","",""
"36764.0","34.0","36757.0","423.0","","","","","","","","","","","",""
"36771.0","35.0","36764.0","347.0","","","","","","","","","","","",""
"36778.0","36.0","36771.0","291.0","","","","","","","","","","","",""
"36785.0","37.0","36778.0","336.0","","","","","","","","","","","",""
"36792.0","38.0","36785.0","253.0","","","","","","","","","","","",""
"36799.0","39.0","36792.0","281.0","","","","","","","","","","","",""
"36806.0","40.0","36799.0","327.0","","","","","","","","","","","",""
"36813.0","41.0","36806.0","322.0","","","","","","","","","","","",""
"36820.0","42.0","36813.0","328.0","","","","","","","","","","","",""
"36827.0","43.0","36820.0","270.0","","","","","","","","","","","",""
"36834.0","44.0","36827.0","353.0","","","","","","","","","","","",""
"36841.0","45.0","36834.0","307.0","","","","","","","","","","","",""
"36848.0","46.0","36841.0","288.0","","","","","","","","","","","",""
"36855.0","47.0","36848.0","257.0","","","","","","","","","","","",""
"36862.0","48.0","36855.0","471.0","","","","","","","","","","","",""
"36869.0","49.0","36862.0","344.0","","","","","","","","","","","",""
"36876.0","50.0","36869.0","364.0","","","","","","","","","","","",""
"36883.0","51.0","36876.0","560.0","","","","","","","","","","","",""
"36890.0","52.0","36883.0","282.0","","","","","","","","","","","",""
"36897.0","53.0","36890.0","298.0","","","","","","","","","","","",""
"36904.0","1.0","36897.0","500.0","","","","","","","","","","","",""
"36911.0","2.0","36904.0","379.0","","","","","","","","","","","",""
"36918.0","3.0","36911.0","421.0","","","","","","","","","","","",""
"36925.0","4.0","36918.0","393.0","","","","","","","","","","","",""
"36932.0","5.0","36925.0","372.0","","","","","","","","","","","",""
"36939.0","6.0","36932.0","311.0","","","","","","","","","","","",""
"36946.0","7.0","36939.0","233.0","","","","","","","","","","","",""
"36953.0","8.0","36946.0","304.0","","","","","","","","","","","",""
"36960.0","9.0","36953.0","318.0","","","","","","","","","","","",""
"36967.0","10.0","36960.0","307.0","","","","","","","","","","","",""
"36974.0","11.0","36967.0","284.0","","","","","","","","","","","",""
"36981.0","12.0","36974.0","247.0","","","","","","","","","","","",""
"36988.0","13.0","36981.0","346.0","","","","","","","","","","","",""
"36995.0","14.0","36988.0","315.0","","","","","","","","","","","",""
"37002.0","15.0","36995.0","325.0","","","","","","","","","","","",""
"37009.0","16.0","37002.0","281.0","","","","","","","","","","","",""
"37016.0","17.0","37009.0","338.0","","","","","","","","","","","",""
"37023.0","18.0","37016.0","402.0","","","","","","","","","","","",""
"37030.0","19.0","37023.0","416.0","","","","","","","","","","","",""
"37037.0","20.0","37030.0","388.0","","","","","","","","","","","",""
"37044.0","21.0","37037.0","277.0","","","","","","","","","","","",""
"37051.0","22.0","37044.0","387.0","","","","","","","","","","","",""
"37058.0","23.0","37051.0","236.0","","","","","","","","","","","",""
"37065.0","24.0","37058.0","416.0","","","","","","","","","","","",""
"37072.0","25.0","37065.0","410.0","","","","","","","","","","","",""
"37079.0","26.0","37072.0","327.0","","","","","","","","","","","",""
"37086.0","27.0","37079.0","460.0","","","","","","","","","","","",""
"37093.0","28.0","37086.0","446.0","","","","","","","","","","","",""
"37100.0","29.0","37093.0","494.0","","","","","","","","","","","",""
"37107.0","30.0","37100.0","388.0","","","","","","","","","","","",""
"37114.0","31.0","37107.0","468.0","","","","","","","","","","","",""
"37121.0","32.0","37114.0","371.0","","","","","","","","","","","",""
"37128.0","33.0","37121.0","362.0","","","","","","","","","","","",""
"37135.0","34.0","37128.0","384.0","","","","","","","","","","","",""
"37142.0","35.0","37135.0","289.0","","","","","","","","","","","",""
"37149.0","36.0","37142.0","335.0","","","","","","","","","","","",""
"37156.0","37.0","37149.0","540.0","","","","","","","","","","","",""
"37163.0","38.0","37156.0","544.0","","","","","","","","","","","",""
"37170.0","39.0","37163.0","974.0","","","","","","","","","","","",""
"37177.0","40.0","37170.0","798.0","","","","","","","","","","","",""
"37184.0","41.0","37177.0","675.0","","","","","","","","","","","",""
"37191.0","42.0","37184.0","405.0","","","","","","","","","","","",""
"37198.0","43.0","37191.0","317.0","","","","","","","","","","","",""
"37205.0","44.0","37198.0","307.0","","","","","","","","","","","",""
"37212.0","45.0","37205.0","252.0","","","","","","","","","","","",""
"37219.0","46.0","37212.0","315.0","","","","","","","","","","","",""
"37226.0","47.0","37219.0","327.0","","","","","","","","","","","",""
"37233.0","48.0","37226.0","367.0","","","","","","","","","","","",""
"37240.0","49.0","37233.0","324.0","","","","","","","","","","","",""
"37247.0","50.0","37240.0","391.0","","","","","","","","","","","",""
"37254.0","51.0","37247.0","188.0","","","","","","","","","","","",""
"37261.0","52.0","37254.0","204.0","","","","","","","","","","","",""
"37268.0","1.0","37261.0","480.0","","","","","","","","","","","",""
"37275.0","2.0","37268.0","504.0","","","","","","","","","","","",""
"37282.0","3.0","37275.0","440.0","","","","","","","","","","","",""
"37289.0","4.0","37282.0","493.0","","","","","","","","","","","",""
"37296.0","5.0","37289.0","520.0","","","","","","","","","","","",""
"37303.0","6.0","37296.0","479.0","","","","","","","","","","","",""
"37310.0","7.0","37303.0","392.0","","","","","","","","","","","",""
"37317.0","8.0","37310.0","457.0","","","","","","","","","","","",""
"37324.0","9.0","37317.0","454.0","","","","","","","","","","","",""
"37331.0","10.0","37324.0","407.0","","","","","","","","","","","",""
"37338.0","11.0","37331.0","346.0","","","","","","","","","","","",""
"37345.0","12.0","37338.0","364.0","","","","","","","","","","","",""
"37352.0","13.0","37345.0","328.0","","","","","","","","","","","",""
"37359.0","14.0","37352.0","487.0","","","","","","","","","","","",""
"37366.0","15.0","37359.0","382.0","","","","","","","","","","","",""
"37373.0","16.0","37366.0","382.0","","","","","","","","","","","",""
"37380.0","17.0","37373.0","416.0","","","","","","","","","","","",""
"37387.0","18.0","37380.0","507.0","","","","","","","","","","","",""
"37394.0","19.0","37387.0","585.0","","","","","","","","","","","",""
"37401.0","20.0","37394.0","276.0","","","","","","","","","","","",""
"37408.0","21.0","37401.0","335.0","","","","","","","","","","","",""
"37415.0","22.0","37408.0","367.0","","","","","","","","","","","",""
"37422.0","23.0","37415.0","347.0","","","","","","","","","","","",""
"37429.0","24.0","37422.0","440.0","","","","","","","","","","","",""
"37436.0","25.0","37429.0","440.0","","","","","","","","","","","",""
"37443.0","26.0","37436.0","600.0","","","","","","","","","","","",""
"37450.0","27.0","37443.0","510.0","","","","","","","","","","","",""
"37457.0","28.0","37450.0","431.0","","","","","","","","","","","",""
"37464.0","29.0","37457.0","451.0","","","","","","","","","","","",""
"37471.0","30.0","37464.0","432.0","","","","","","","","","","","",""
"37478.0","31.0","37471.0","487.0","","","","","","","","","","","",""
"37485.0","32.0","37478.0","409.0","","","","","","","","","","","",""
"37492.0","33.0","37485.0","443.0","","","","","","","","","","","",""
"37499.0","34.0","37492.0","358.0","","","","","","","","","","","",""
"37506.0","35.0","37499.0","349.0","","","","","","","","","","","",""
"37513.0","36.0","37506.0","450.0","","","","","","","","","","","",""
"37520.0","37.0","37513.0","352.0","","","","","","","","","","","",""
"37527.0","38.0","37520.0","359.0","","","","","","","","","","","",""
"37534.0","39.0","37527.0","385.0","","","","","","","","","","","",""
"37541.0","40.0","37534.0","501.0","","","","","","","","","","","",""
"37548.0","41.0","37541.0","324.0","","","","","","","","","","","",""
"37555.0","42.0","37548.0","426.0","","","","","","","","","","","",""
"37562.0","43.0","37555.0","440.0","","","","","","","","","","","",""
"37569.0","44.0","37562.0","380.0","","","","","","","","","","","",""
"37576.0","45.0","37569.0","296.0","","","","","","","","","","","",""
"37583.0","46.0","37576.0","436.0","","","","","","","","","","","",""
"37590.0","47.0","37583.0","350.0","","","","","","","","","","","",""
"37597.0","48.0","37590.0","344.0","","","","","","","","","","","",""
"37604.0","49.0","37597.0","448.0","","","","","","","","","","","",""
"37611.0","50.0","37604.0","486.0","","","","","","","","","","","",""
"37618.0","51.0","37611.0","362.0","","","","","","","","","","","",""
"37625.0","52.0","37618.0","287.0","","","","","","","","","","","",""
"37632.0","1.0","37625.0","478.0","","","","","","","","","","","",""
"37639.0","2.0","37632.0","694.0","","","","","","","","","","","",""
"37646.0","3.0","37639.0","566.0","","","","","","","","","","","",""
"37653.0","4.0","37646.0","525.0","","","","","","","","","","","",""
"37660.0","5.0","37653.0","508.0","","","","","","","","","","","",""
"37667.0","6.0","37660.0","439.0","","","","","","","","","","","",""
"37674.0","7.0","37667.0","86.0","","","","","","","","","","","",""
"37681.0","8.0","37674.0","413.0","","","","","","","","","","","",""
"37688.0","9.0","37681.0","431.0","","","","","","","","","","","",""
"37695.0","10.0","37688.0","429.0","","","","","","","","","","","",""
"37702.0","11.0","37695.0","371.0","","","","","","","","","","","",""
"37709.0","12.0","37702.0","320.0","","","","","","","","","","","",""
"37716.0","13.0","37709.0","405.0","","","","","","","","","","","",""
"37723.0","14.0","37716.0","409.0","","","","","","","","","","","",""
"37730.0","15.0","37723.0","415.0","","","","","","","","","","","",""
"37737.0","16.0","37730.0","397.0","","","","","","","","","","","",""
"37744.0","17.0","37737.0","395.0","","","","","","","","","","","",""
"37751.0","18.0","37744.0","419.0","","","","","","","","","","","",""
"37758.0","19.0","37751.0","444.0","","","","","","","","","","","",""
"37765.0","20.0","37758.0","401.0","","","","","","","","","","","",""
"37772.0","21.0","37765.0","293.0","","","","","","","","","","","",""
"37779.0","22.0","37772.0","414.0","","","","","","","","","","","",""
"37786.0","23.0","37779.0","335.0","","","","","","","","","","","",""
"37793.0","24.0","37786.0","361.0","","","","","","","","","","","",""
"37800.0","25.0","37793.0","643.0","","","","","","","","","","","",""
"37807.0","26.0","37800.0","513.0","","","","","","","","","","","",""
"37814.0","27.0","37807.0","521.0","","","","","","","","","","","",""
"37821.0","28.0","37814.0","403.0","","","","","","","","","","","",""
"37828.0","29.0","37821.0","393.0","","","","","","","","","","","",""
"37835.0","30.0","37828.0","393.0","","","","","","","","","","","",""
"37842.0","31.0","37835.0","380.0","","","","","","","","","","","",""
"37849.0","32.0","37842.0","429.0","","","","","","","","","","","",""
"37856.0","33.0","37849.0","376.0","","","","","","","","","","","",""
"37863.0","34.0","37856.0","305.0","","","","","","","","","","","",""
"37870.0","35.0","37863.0","277.0","","","","","","","","","","","",""
"37877.0","36.0","37870.0","398.0","","","","","","","","","","","",""
"37884.0","37.0","37877.0","309.0","","","","","","","","","","","",""
"37891.0","38.0","37884.0","288.0","","","","","","","","","","","",""
"37898.0","39.0","37891.0","378.0","","","","","","","","","","","",""
"37905.0","40.0","37898.0","482.0","","","","","","","","","","","",""
"37912.0","41.0","37905.0","311.0","","","","","","","","","","","",""
"37919.0","42.0","37912.0","365.0","","","","","","","","","","","",""
"37926.0","43.0","37919.0","340.0","","","","","","","","","","","",""
"37933.0","44.0","37926.0","367.0","","","","","","","","","","","",""
"37940.0","45.0","37933.0","327.0","","","","","","","","","","","",""
"37947.0","46.0","37940.0","431.0","","","","","","","","","","","",""
"37954.0","47.0","37947.0","343.0","","","","","","","","","","","",""
"37961.0","48.0","37954.0","433.0","","","","","","","","","","","",""
"37968.0","49.0","37961.0","399.0","","","","","","","","","","","",""
"37975.0","50.0","37968.0","482.0","","","","","","","","","","","",""
"37982.0","51.0","37975.0","338.0","","","","","","","","","","","",""
"37989.0","52.0","37982.0","246.0","","","","","","","","","","","",""
"37996.0","1.0","37989.0","435.0","","","","","","","","","","","",""
"38003.0","2.0","37996.0","485.0","","","","","","","","","","","",""
"38010.0","3.0","38003.0","374.0","","","","","","","","","","","",""
"38017.0","4.0","38010.0","336.0","","","","","","","","","","","",""
"38024.0","5.0","38017.0","421.0","","","","","","","","","","","",""
"38031.0","6.0","38024.0","354.0","","","","","","","","","","","",""
"38038.0","7.0","38031.0","299.0","","","","","","","","","","","",""
"38045.0","8.0","38038.0","343.0","","","","","","","","","","","",""
"38052.0","9.0","38045.0","341.0","","","","","","","","","","","",""
"38059.0","10.0","38052.0","302.0","","","","","","","","","","","",""
"38066.0","11.0","38059.0","279.0","","","","","","","","","","","",""
"38073.0","12.0","38066.0","269.0","","","","","","","","","","","",""
"38080.0","13.0","38073.0","257.0","","","","","","","","","","","",""
"38087.0","14.0","38080.0","320.0","","","","","","","","","","","",""
"38094.0","15.0","38087.0","266.0","","","","","","","","","","","",""
"38101.0","16.0","38094.0","288.0","","","","","","","","","","","",""
"38108.0","17.0","38101.0","295.0","","","","","","","","","","","",""
"38115.0","18.0","38108.0","310.0","","","","","","","","","","","",""
"38122.0","19.0","38115.0","443.0","","","","","","","","","","","",""
"38129.0","20.0","38122.0","323.0","","","","","","","","","","","",""
"38136.0","21.0","38129.0","350.0","","","","","","","","","","","",""
"38143.0","22.0","38136.0","262.0","","","","","","","","","","","",""
"38150.0","23.0","38143.0","248.0","","","","","","","","","","","",""
"38157.0","24.0","38150.0","271.0","","","","","","","","","","","",""
"38164.0","25.0","38157.0","324.0","","","","","","","","","","","",""
"38171.0","26.0","38164.0","685.0","","","","","","","","","","","",""
"38178.0","27.0","38171.0","503.0","","","","","","","","","","","",""
"38185.0","28.0","38178.0","497.0","","","","","","","","","","","",""
"38192.0","29.0","38185.0","427.0","","","","","","","","","","","",""
"38199.0","30.0","38192.0","297.0","","","","","","","","","","","",""
"38206.0","31.0","38199.0","427.0","","","","","","","","","","","",""
"38213.0","32.0","38206.0","361.0","","","","","","","","","","","",""
"38220.0","33.0","38213.0","318.0","","","","","","","","","","","",""
"38227.0","34.0","38220.0","303.0","","","","","","","","","","","",""
"38234.0","35.0","38227.0","289.0","","","","","","","","","","","",""
"38241.0","36.0","38234.0","215.0","","","","","","","","","","","",""
"38248.0","37.0","38241.0","309.0","","","","","","","","","","","",""
"38255.0","38.0","38248.0","248.0","","","","","","","","","","","",""
"38262.0","39.0","38255.0","202.0","","","","","","","","","","","",""
"38269.0","40.0","38262.0","341.0","","","","","","","","","","","",""
"38276.0","41.0","38269.0","225.0","","","","","","","","","","","",""
"38283.0","42.0","38276.0","255.0","","","","","","","","","","","",""
"38290.0","43.0","38283.0","305.0","","","","","","","","","","","",""
"38297.0","44.0","38290.0","239.0","","","","","","","","","","","",""
"38304.0","45.0","38297.0","263.0","","","","","","","","","","","",""
"38311.0","46.0","38304.0","311.0","","","","","","","","","","","",""
"38318.0","47.0","38311.0","251.0","","","","","","","","","","","",""
"38325.0","48.0","38318.0","364.0","","","","","","","","","","","",""
"38332.0","49.0","38325.0","356.0","","","","","","","","","","","",""
"38339.0","50.0","38332.0","354.0","","","","","","","","","","","",""
"38346.0","51.0","38339.0","305.0","","","","","","","","","","","",""
"38353.0","52.0","38346.0","179.0","","","","","","","","","","","",""
"38360.0","1.0","38353.0","401.0","","","","","","","","","","","",""
"38367.0","2.0","38360.0","376.0","","","","","","","","","","","",""
"38374.0","3.0","38367.0","215.0","","","","","","","","","","","",""
"38381.0","4.0","38374.0","348.0","","","","","","","","","","","",""
"38388.0","5.0","38381.0","306.0","","","","","","","","","","","",""
"38395.0","6.0","38388.0","242.0","","","","","","","","","","","",""
"38402.0","7.0","38395.0","254.0","","","","","","","","","","","",""
"38409.0","8.0","38402.0","191.0","","","","","","","","","","","",""
"38416.0","9.0","38409.0","235.0","","","","","","","","","","","",""
"38423.0","10.0","38416.0","291.0","","","","","","","","","","","",""
"38430.0","11.0","38423.0","283.0","","","","","","","","","","","",""
"38437.0","12.0","38430.0","274.0","","","","","","","","","","","",""
"38444.0","13.0","38437.0","234.0","","","","","","","","","","","",""
"38451.0","14.0","38444.0","282.0","","","","","","","","","","","",""
"38458.0","15.0","38451.0","276.0","","","","","","","","","","","",""
"38465.0","16.0","38458.0","253.0","","","","","","","","","","","",""
"38472.0","17.0","38465.0","263.0","","","","","","","","","","","",""
"38479.0","18.0","38472.0","226.0","","","","","","","","","","","",""
"38486.0","19.0","38479.0","304.0","","","","","","","","","","","",""
"38493.0","20.0","38486.0","324.0","","","","","","","","","","","",""
"38500.0","21.0","38493.0","266.0","","","","","","","","","","","",""
"38507.0","22.0","38500.0","260.0","","","","","","","","","","","",""
"38514.0","23.0","38507.0","311.0","","","","","","","","","","","",""
"38521.0","24.0","38514.0","313.0","","","","","","","","","","","",""
"38528.0","25.0","38521.0","398.0","","","","","","","","","","","",""
"38535.0","26.0","38528.0","462.0","","","","","","","","","","","",""
"38542.0","27.0","38535.0","383.0","","","","","","","","","","","",""
